Timestamp,Software,CPU_Total_Pct,RAM_Total_MB,Core_0_Pct,Core_1_Pct,Core_2_Pct,Core_3_Pct,Core_4_Pct,Core_5_Pct,Core_6_Pct,Core_7_Pct
21:57:40,ROBOGUIDE,72.2,315.62,44.4,14.9,26.5,13.4,10.4,10.3,0.0,9.0
21:57:41,ROBOGUIDE,90.4,315.84,37.3,16.7,22.1,21.2,12.1,11.6,0.0,9.1
21:57:42,ROBOGUIDE,72.2,316.06,34.3,6.0,29.0,13.4,9.0,8.8,0.0,9.0
21:57:43,ROBOGUIDE,87.0,316.27,36.2,25.0,25.0,16.7,19.4,14.9,0.0,9.1
21:57:44,ROBOGUIDE,75.3,316.5,42.0,16.4,19.4,17.9,7.6,13.4,0.0,7.4
21:57:45,ROBOGUIDE,70.6,316.71,50.7,13.4,25.4,13.4,11.9,16.4,0.0,7.6
21:57:46,ROBOGUIDE,77.8,316.93,36.8,17.9,14.7,17.9,14.5,3.0,0.0,9.0
21:57:47,ROBOGUIDE,65.8,317.16,33.3,14.9,17.6,11.9,8.8,9.0,0.0,8.8
21:57:49,ROBOGUIDE,71.7,317.27,27.5,16.4,22.4,10.4,14.9,10.3,0.0,6.0
21:57:50,ROBOGUIDE,62.7,317.3,32.4,14.7,22.4,28.6,10.3,0.0,0.0,6.0
21:57:51,ROBOGUIDE,72.0,317.36,41.4,13.2,10.4,13.4,9.0,6.0,0.0,6.0
21:57:52,ROBOGUIDE,72.0,317.4,39.1,13.2,10.6,6.1,13.6,11.9,0.0,7.6
21:57:53,ROBOGUIDE,78.3,317.45,36.2,15.2,22.1,14.7,16.4,16.2,0.0,10.4
21:57:54,ROBOGUIDE,97.5,317.49,56.3,16.4,28.4,18.8,13.4,9.0,7.6,10.6
21:57:55,ROBOGUIDE,81.2,317.55,42.3,10.6,23.9,13.4,13.6,17.9,0.0,6.0
21:57:56,ROBOGUIDE,75.4,317.59,37.7,17.6,19.7,9.1,16.7,6.1,0.0,6.1
21:57:57,ROBOGUIDE,72.2,317.63,35.8,14.7,22.1,9.0,19.4,18.6,0.0,6.0
21:57:58,ROBOGUIDE,74.9,317.68,30.9,27.1,17.9,16.4,4.5,0.0,0.0,7.6
21:57:59,ROBOGUIDE,76.7,317.79,35.8,31.0,27.3,13.2,12.1,4.5,0.0,7.5
21:58:00,ROBOGUIDE,72.0,317.83,49.3,21.4,18.8,9.0,11.8,10.1,0.0,9.0
21:58:01,ROBOGUIDE,78.0,317.88,40.9,29.0,19.4,17.9,13.6,13.6,0.0,7.5
21:58:02,ROBOGUIDE,84.0,317.92,52.8,18.8,17.9,9.0,17.6,3.0,1.5,10.4
21:58:03,ROBOGUIDE,66.0,317.96,39.4,15.7,25.4,6.0,10.4,7.5,3.0,9.0
21:58:04,ROBOGUIDE,82.5,318.02,39.1,27.9,25.4,10.6,18.2,7.6,2.9,7.5
21:58:05,ROBOGUIDE,75.6,318.06,43.5,18.8,13.0,4.4,9.0,6.0,0.0,7.5
21:58:06,ROBOGUIDE,70.4,318.1,42.6,21.7,16.4,18.2,12.7,8.8,0.0,6.0
21:58:07,ROBOGUIDE,81.3,318.11,38.8,20.6,22.7,11.9,12.1,7.5,0.0,7.5
21:58:08,ROBOGUIDE,73.3,318.14,47.2,21.7,20.9,19.1,17.9,11.9,0.0,10.3
21:58:09,ROBOGUIDE,93.8,318.14,54.2,20.3,44.9,26.9,22.1,22.4,10.4,9.0
21:58:10,ROBOGUIDE,99.0,318.14,47.9,13.4,50.0,32.8,11.8,4.5,0.0,1.5
21:58:11,ROBOGUIDE,91.5,318.14,22.4,10.6,47.1,42.4,13.6,17.9,9.1,6.1
21:58:12,ROBOGUIDE,101.8,318.2,29.0,14.7,57.1,41.2,14.9,9.0,3.0,10.4
21:58:14,ROBOGUIDE,106.6,322.24,36.8,22.1,58.1,48.5,17.9,19.4,4.4,0.0
21:58:15,ROBOGUIDE,105.0,322.25,50.0,27.9,45.6,30.9,29.9,20.9,0.0,4.5
21:58:16,ROBOGUIDE,39.2,322.25,29.9,16.9,11.8,16.4,6.0,4.4,0.0,7.5
21:58:17,ROBOGUIDE,54.0,322.25,40.0,18.2,13.6,12.1,10.4,4.5,1.5,9.1
21:58:18,ROBOGUIDE,43.6,322.25,34.3,14.7,14.7,14.5,1.5,4.5,0.0,6.0
21:58:19,ROBOGUIDE,58.7,322.26,43.3,25.0,19.4,9.0,3.0,3.0,0.0,6.1
21:58:20,ROBOGUIDE,72.0,322.26,47.9,24.6,11.8,16.4,11.9,6.0,1.5,7.4
21:58:21,ROBOGUIDE,85.7,322.27,43.5,15.2,36.8,12.1,21.2,14.7,4.5,10.4
21:58:22,ROBOGUIDE,91.5,322.27,51.4,30.0,25.7,13.2,26.9,11.9,3.0,9.0
21:58:23,ROBOGUIDE,84.4,322.27,25.8,10.4,40.6,19.4,21.2,13.6,0.0,7.6
21:58:24,ROBOGUIDE,81.2,322.28,19.1,4.5,32.4,22.1,25.0,16.4,0.0,8.8
21:58:25,ROBOGUIDE,58.7,322.36,27.1,23.5,25.8,33.8,6.0,7.5,0.0,7.6
21:58:26,ROBOGUIDE,66.0,322.36,50.0,17.9,27.5,11.9,20.0,10.3,0.0,7.5
21:58:27,ROBOGUIDE,103.7,322.33,26.5,17.6,31.3,13.4,25.8,17.9,25.0,13.6
21:58:28,ROBOGUIDE,67.7,321.97,41.2,12.1,22.4,10.6,14.7,6.0,0.0,6.0
21:58:29,ROBOGUIDE,82.7,321.98,24.3,20.6,29.0,11.9,19.1,9.0,6.0,15.2
21:58:30,ROBOGUIDE,96.2,322.1,45.8,16.4,29.9,15.2,26.5,21.7,10.3,19.4
21:58:31,ROBOGUIDE,73.5,322.11,28.2,8.8,38.0,28.4,19.4,10.4,7.4,3.0
21:58:32,ROBOGUIDE,87.3,322.11,37.9,15.2,21.2,13.4,19.7,7.5,0.0,7.6
21:58:33,ROBOGUIDE,64.7,322.11,33.8,10.3,21.7,1.5,10.6,11.9,0.0,9.0
