Tiempo (s),Modo Operacion,X (mm),Y (mm),Z (mm),J1 (deg),J2 (deg),J3 (deg),J4 (deg),J5 (deg),J6 (deg),Vacuum Activo,Payload (kg),I_J1 (A),I_J2 (A),I_J3 (A),I_J4 (A),I_J5 (A),I_J6 (A),T_J1 (C),T_J2 (C),T_J3 (C),T_J4 (C),T_J5 (C),T_J6 (C)
294.3387,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.372,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.4053,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.4386,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.4719,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.5052,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.5385,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.5718,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.6051,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.6384,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.6717,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.705,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.7383,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.7716,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.8049,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.8382,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.8715,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.9048,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.9381,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
294.9714,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.0047,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.038,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.0713,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.1046,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.1379,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.1712,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.2045,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.2378,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.2711,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.3044,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.3377,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.371,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.4043,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.4376,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.4709,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.5042,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.5375,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.5708,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.6041,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.6374,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.6707,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.704,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.7373,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.7706,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.8039,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.8372,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.8705,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.9038,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.9371,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
295.9704,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.0037,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.037,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.0703,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.1036,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.1369,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.1702,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.2035,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.2368,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.2701,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.3034,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.3367,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.37,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.4033,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.4366,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.4699,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.5032,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.5365,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.5698,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.6031,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.6364,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.6697,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.703,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.7363,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.7696,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.8029,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.8362,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.8695,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.9028,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.9361,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
296.9694,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.0027,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.036,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.0693,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.1026,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.1359,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.1692,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.2025,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.2358,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.2691,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.3024,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.3357,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.369,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.4023,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.4356,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.4689,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.5022,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.5355,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.5688,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.6021,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.6354,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.6687,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.702,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.7353,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.7686,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.8019,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.8352,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.8685,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.9018,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.9351,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
297.9684,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.0017,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.035,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.0683,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.1016,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.1349,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.1682,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.2015,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.2348,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.2681,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.3014,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.3347,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.368,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.4013,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.4346,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.4679,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.5012,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.5345,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.5678,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
298.6011,MANUAL (JOG),2345.0,0.0,2200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,4.0,2.5,0.5,0.5,0.5,25.8,29.0,26.25,25.05,25.05,25.05
